"cohort_month","referral_source","month_number","mrr_amount","account_id"
"2024-10-01",other,0,1813,A-396e5f
"2023-02-01",partner,21,190,A-7641d3
"2024-09-01",partner,1,784,A-0a62f5
"2023-11-01",organic,10,3184,A-a1b80b
"2023-02-01",partner,0,784,A-39b19f
"2024-10-01",ads,1,995,A-88c6ca
"2024-06-01",ads,2,3381,A-2d1036
"2024-04-01",event,8,245,A-b30291
"2024-04-01",ads,1,343,A-054577
"2023-05-01",partner,5,342,A-328bd0
"2023-03-01",other,21,8756,A-e43bf7
"2023-03-01",event,11,686,A-92a333
"2024-08-01",partner,4,980,A-bbc346
"2024-03-01",other,9,1519,A-f5641b
"2023-11-01",ads,3,323,A-157070
"2024-06-01",event,3,5373,A-b7b7b7
"2024-11-01",organic,0,1225,A-039727
"2024-01-01",partner,7,2786,A-462d45
"2023-08-01",ads,9,5174,A-c1dfe1
"2023-03-01",event,13,1519,A-2bc93d
"2024-10-01",event,1,1617,A-1ac5e0
"2023-08-01",event,11,1421,A-ce66f8
"2024-09-01",other,2,57,A-443b7c
"2024-10-01",event,2,6766,A-149a69
"2024-09-01",partner,3,5970,A-2789e3
"2023-07-01",event,12,1715,A-068fc6
"2024-06-01",ads,3,196,A-7a0d69
"2023-02-01",partner,9,1764,A-39b19f
"2024-09-01",partner,2,1764,A-a33200
"2024-10-01",event,2,1715,A-ce550d
"2024-03-01",event,0,995,A-7c5768
"2024-02-01",ads,7,5572,A-8b25f2
"2023-07-01",ads,8,1273,A-68f37c
"2023-07-01",organic,13,760,A-337bc1
"2023-05-01",partner,14,6368,A-05f0e5
"2024-05-01",organic,7,2786,A-0baac2
"2024-04-01",other,6,4776,A-4f18f0
"2024-07-01",other,2,399,A-5b4ebb
"2024-10-01",other,2,2009,A-e4144b
"2024-02-01",ads,5,114,A-8b25f2
"2023-03-01",event,18,494,A-32fb14
"2024-11-01",organic,0,882,A-d26ab4
"2023-02-01",other,15,9950,A-0dbdc6
"2024-02-01",organic,1,323,A-7d514c
"2024-01-01",partner,3,931,A-dbc825
"2023-07-01",event,16,2646,A-f97b9a
"2023-05-01",other,1,3332,A-bb2f49
"2023-12-01",event,12,437,A-c16b88
"2023-11-01",partner,13,2303,A-313be3
"2024-07-01",event,4,247,A-c37cab
"2023-10-01",organic,14,245,A-e7beab
"2024-09-01",other,3,627,A-e351e1
"2024-10-01",event,0,627,A-1ac5e0
"2023-02-01",event,3,17711,A-f44180
"2023-04-01",ads,11,2842,A-c608c8
"2024-09-01",partner,3,798,A-eb1312
"2024-03-01",event,8,597,A-029f69
"2023-08-01",ads,12,380,A-186a44
"2023-07-01",organic,4,684,A-712533
"2023-09-01",organic,0,1387,A-5b1bcd
"2023-08-01",partner,2,2891,A-7f6b86
"2024-10-01",event,1,10746,A-ce550d
"2024-09-01",partner,2,551,A-a33200
"2023-11-01",event,1,380,A-72799b
"2024-10-01",organic,0,11940,A-0651a4
"2023-06-01",other,2,380,A-19b2c8
"2024-01-01",ads,2,6368,A-acb7f7
"2023-11-01",ads,8,874,A-7e0a10
"2023-07-01",partner,11,196,A-417d2f
"2024-09-01",organic,3,1813,A-592832
"2024-03-01",ads,3,1617,A-cb5333
"2023-01-01",partner,15,8358,A-ed510f
"2024-01-01",other,8,228,A-4e960a
"2024-07-01",event,3,637,A-c37cab
"2023-12-01",partner,10,6169,A-50f3f7
"2023-01-01",organic,9,9353,A-10b8f2
"2023-02-01",partner,0,1194,A-977ca0
"2023-05-01",ads,8,2450,A-075038
"2024-09-01",partner,3,539,A-2789e3
"2024-03-01",other,5,1323,A-883b7d
"2024-07-01",partner,3,494,A-86fc1d
"2024-12-01",organic,0,57,A-0b0d6d
"2023-05-01",other,7,247,A-bcf664
"2024-11-01",event,1,1666,A-b07b56
"2023-03-01",event,12,893,A-32fb14
"2023-06-01",other,7,3980,A-19b2c8
"2024-09-01",ads,1,3283,A-e08cd3
"2023-11-01",organic,10,3184,A-a1b80b
"2024-08-01",partner,3,3184,A-d62e02
"2024-09-01",organic,2,588,A-d535f6
"2024-08-01",other,2,4378,A-5f7781
"2024-11-01",ads,0,6169,A-fabe19
"2024-09-01",partner,3,399,A-fce879
"2024-03-01",other,2,6169,A-f5641b
"2023-08-01",organic,8,4577,A-cdf020
"2023-11-01",ads,13,722,A-157070
"2023-08-01",ads,11,3136,A-1f7acb
"2023-05-01",ads,14,1194,A-49b828
"2024-04-01",other,4,2786,A-3d957b
"2023-09-01",event,13,1194,A-4437e4
"2023-11-01",organic,8,1764,A-a1b80b
"2024-10-01",partner,0,441,A-2e4581
"2024-11-01",organic,0,2058,A-bb1486
"2024-05-01",organic,1,209,A-544d0a
"2024-11-01",organic,1,11741,A-d40bf7
"2023-09-01",partner,10,10945,A-d77f4c
"2024-10-01",partner,1,490,A-c37601
"2023-05-01",organic,4,98,A-9208f0
"2024-02-01",organic,4,833,A-7d514c
"2024-03-01",ads,6,1617,A-cb5333
"2024-08-01",organic,1,14527,A-90a8c8
"2023-11-01",event,12,4378,A-832ec2
"2023-05-01",partner,1,2254,A-05f0e5
"2023-03-01",partner,15,2401,A-cbbe12
"2023-10-01",partner,13,399,A-dec005
"2024-10-01",organic,2,893,A-6a7c9d
"2024-07-01",ads,5,9552,A-d27f50
"2024-07-01",ads,2,703,A-bd4708
"2023-09-01",partner,8,196,A-e51ec7
"2023-12-01",partner,2,343,A-c45b23
"2024-01-01",ads,10,597,A-922109
"2024-09-01",other,1,637,A-443b7c
"2023-01-01",other,16,931,A-af0cd2
"2023-06-01",other,4,931,A-756192
"2024-08-01",organic,4,2985,A-90a8c8
"2024-11-01",organic,1,3781,A-8bde0c
"2024-07-01",organic,5,343,A-6f8ad2
"2023-11-01",event,5,646,A-72799b
"2023-02-01",partner,15,2985,A-c62e55
"2024-11-01",event,0,1520,A-b48f73
"2024-04-01",organic,3,779,A-82861f
"2024-11-01",ads,1,684,A-82d8a6
"2024-07-01",other,0,2842,A-d82ef9
"2024-01-01",organic,0,1323,A-2446e3
"2024-06-01",ads,4,665,A-d42431
"2024-11-01",organic,1,441,A-533452
"2024-08-01",event,1,2786,A-96215d
"2023-09-01",event,10,3184,A-4437e4
"2024-07-01",partner,1,1767,A-5c046d
"2023-03-01",other,21,833,A-e888d1
"2024-05-01",partner,6,285,A-b3fe05
"2024-07-01",organic,2,10547,A-0cc442
"2024-11-01",partner,0,798,A-db5e9e
"2024-11-01",ads,1,608,A-82d8a6
"2023-01-01",ads,4,1127,A-151c9a
"2024-04-01",partner,1,247,A-cc102e
"2023-09-01",ads,7,2786,A-3ce5b8
"2024-04-01",ads,4,1791,A-684255
"2024-09-01",event,2,1029,A-0532a9
"2024-08-01",event,2,418,A-5b051a
"2024-04-01",ads,7,475,A-054577
"2024-03-01",ads,3,285,A-c9bb3e
"2024-05-01",organic,5,4577,A-560d27
"2023-05-01",ads,8,2587,A-05d3b3
"2024-05-01",other,4,532,A-4ae22a
"2023-05-01",ads,5,12935,A-2ebb4b
"2023-03-01",other,4,343,A-7f4db3
"2024-12-01",organic,0,2587,A-17939a
"2023-12-01",organic,5,1805,A-3a5ad8
"2023-05-01",ads,10,1470,A-49b828
"2024-11-01",other,1,2587,A-712426
"2023-04-01",ads,7,627,A-ee42db
"2024-10-01",other,2,995,A-ced9aa
"2024-03-01",organic,4,209,A-202b67
"2024-05-01",organic,1,10945,A-1619f8
"2023-03-01",ads,17,8955,A-84ebe4
"2024-04-01",ads,6,342,A-d4ac0e
"2024-07-01",partner,1,342,A-241e75
"2023-10-01",partner,1,931,A-e61e98
"2023-05-01",event,9,2646,A-4a4c2d
"2024-10-01",other,1,646,A-0354fe
"2024-05-01",partner,4,995,A-b7ef83
"2024-09-01",partner,1,1421,A-a33200
"2024-01-01",partner,5,5145,A-1f0636
"2024-05-01",organic,1,1127,A-560d27
"2023-02-01",event,1,1791,A-f44180
"2024-05-01",organic,7,2786,A-0baac2
"2023-11-01",other,5,343,A-69b156
"2023-10-01",partner,10,570,A-37f969
"2023-05-01",partner,15,342,A-328bd0
"2024-03-01",other,9,1083,A-f25509
"2024-05-01",organic,3,1029,A-fa2041
"2024-01-01",organic,8,9552,A-faa28c
"2024-04-01",ads,6,16517,A-ff79f2
"2024-07-01",ads,1,1311,A-7cfe77
"2023-01-01",partner,15,8358,A-ed510f
"2023-03-01",other,17,2189,A-6e7827
"2023-01-01",organic,18,245,A-779e4e
"2024-07-01",organic,1,1617,A-751c58
"2024-11-01",organic,0,722,A-c43359
"2023-12-01",partner,6,13930,A-afa505
"2024-04-01",other,3,1634,A-8ae05d
"2024-01-01",other,4,190,A-ccb686
"2024-03-01",ads,7,539,A-a0ca4e
"2024-07-01",event,0,4179,A-c37cab
"2024-02-01",other,3,2985,A-e2cd1b
"2024-06-01",ads,5,304,A-ffc04f
"2024-05-01",other,4,1225,A-4a267b
"2023-03-01",event,6,494,A-32fb14
"2023-05-01",ads,12,779,A-2ebb4b
"2023-05-01",ads,6,209,A-05d3b3
"2024-10-01",organic,2,3582,A-89ee83
"2023-06-01",other,1,380,A-19b2c8
"2024-04-01",ads,3,490,A-ff79f2
"2024-07-01",other,2,1274,A-d82ef9
"2024-03-01",other,1,589,A-883b7d
"2023-11-01",ads,12,3383,A-51ec1b
"2023-04-01",organic,20,1715,A-cab532
"2024-10-01",partner,2,10149,A-b07346
"2024-05-01",partner,2,5174,A-b7ef83
"2024-01-01",partner,3,3781,A-dbc825
"2023-10-01",other,0,931,A-503d5a
"2024-05-01",partner,6,285,A-b3fe05
"2023-09-01",organic,10,294,A-4e0e85
"2023-10-01",ads,11,323,A-1b9609
"2024-07-01",partner,0,4557,A-5c046d
"2024-07-01",organic,4,1225,A-92a3af
"2024-08-01",other,3,1911,A-4d1e75
"2024-03-01",ads,1,836,A-cb5333
"2023-05-01",other,11,6766,A-86902e
"2023-11-01",organic,2,2189,A-331424
"2024-09-01",ads,3,1273,A-e08cd3
"2023-06-01",partner,10,5970,A-54ecc2
"2024-12-01",ads,0,1960,A-22f2df
"2023-12-01",organic,3,686,A-55f257
"2024-10-01",organic,1,10945,A-c1e51e
"2024-11-01",event,1,1323,A-b07b56
"2024-12-01",organic,0,931,A-443f6f
"2023-02-01",ads,1,392,A-a7bd4b
"2024-11-01",other,1,245,A-de24d5
"2024-09-01",partner,1,209,A-2789e3
"2024-02-01",organic,1,361,A-8e47ca
"2024-08-01",event,4,1026,A-b2af2e
"2023-10-01",other,9,228,A-798a3f
"2023-09-01",ads,15,3430,A-fa3095
"2023-05-01",ads,11,323,A-075038
"2024-08-01",partner,4,1194,A-d62e02
"2023-03-01",other,1,2156,A-f19409
"2024-04-01",organic,2,399,A-ffdfd5
"2024-03-01",other,0,2786,A-970c97
"2024-09-01",event,2,361,A-0532a9
"2024-11-01",organic,1,2891,A-d40bf7
"2024-06-01",ads,1,1715,A-bc4d48
"2023-08-01",partner,9,1064,A-98a59a
"2024-10-01",event,2,9353,A-d3c88e
"2023-03-01",other,18,1127,A-f19409
"2024-08-01",partner,1,3781,A-bbc346
"2023-10-01",organic,4,342,A-6da850
"2023-07-01",event,11,3184,A-f97b9a
"2023-01-01",organic,23,551,A-f19b24
"2023-10-01",event,1,38,A-13466a
"2024-01-01",organic,10,9552,A-faa28c
"2023-02-01",partner,12,2744,A-c62e55
"2023-07-01",organic,16,3582,A-712533
"2024-02-01",organic,8,95,A-eb7c38
"2023-05-01",other,15,1176,A-d5a319
"2024-07-01",partner,2,1007,A-ac85cd
"2024-08-01",event,3,490,A-a2485e
"2024-01-01",other,11,4263,A-5a215a
"2023-02-01",partner,17,380,A-977ca0
"2024-01-01",ads,2,1862,A-922109
"2023-10-01",ads,3,882,A-81edc3
"2023-07-01",organic,4,2985,A-dcc2f0
"2024-11-01",event,1,2450,A-bd4513
"2024-04-01",organic,4,4179,A-e40f45
"2023-07-01",organic,17,882,A-712533
"2023-09-01",ads,3,13930,A-fa3095
"2023-03-01",other,15,1393,A-9affe6
"2024-07-01",event,2,570,A-c37cab
"2024-06-01",ads,6,4378,A-d42431
"2024-08-01",partner,4,304,A-d62e02
"2024-04-01",ads,4,684,A-9f0b68
"2024-04-01",organic,7,8159,A-82861f
"2024-05-01",organic,4,6368,A-71615e
"2023-04-01",partner,7,266,A-6a4e2d
"2024-11-01",other,1,3773,A-de24d5
"2024-05-01",organic,4,12736,A-544d0a
"2023-09-01",partner,8,2587,A-d77f4c
"2024-05-01",organic,1,1176,A-87aa7b
"2024-02-01",organic,9,342,A-b9eed8
"2024-12-01",other,0,95,A-cc1d8d
"2023-09-01",ads,12,2985,A-d922bf
"2024-04-01",ads,7,1617,A-d4ac0e
"2023-06-01",event,7,995,A-8ed5dd
"2024-01-01",ads,3,1368,A-922109
"2023-12-01",event,6,1127,A-c16b88
"2023-05-01",ads,0,570,A-f446b6
"2024-03-01",ads,8,190,A-c9bb3e
"2024-11-01",organic,1,980,A-2922b6
"2024-10-01",partner,2,1393,A-0f7d77
"2023-02-01",partner,17,1519,A-977ca0
"2023-03-01",partner,20,285,A-e1462e
"2024-05-01",organic,6,456,A-87aa7b
"2024-07-01",organic,5,2009,A-6f8ad2
"2023-10-01",partner,12,4378,A-a8b49c
"2024-05-01",partner,5,1045,A-b3fe05
"2023-01-01",organic,16,1393,A-7df7a7
"2024-04-01",organic,6,8159,A-82861f
"2024-03-01",other,1,2009,A-883b7d
"2023-10-01",organic,12,1519,A-6da850
"2024-01-01",other,5,931,A-ccb686
"2023-03-01",other,20,3582,A-c4ea60
"2023-03-01",other,19,2450,A-6e7827
"2023-02-01",ads,6,995,A-f1f639
"2023-11-01",organic,9,456,A-4c6f11
"2023-06-01",ads,2,1519,A-993085
"2024-07-01",ads,5,392,A-f92792
"2023-07-01",organic,6,2985,A-dcc2f0
"2024-09-01",event,2,4263,A-4814a3
"2023-09-01",organic,13,5572,A-9f9299
"2023-05-01",other,6,2388,A-bcf664
"2023-03-01",event,5,7960,A-2bc93d
"2023-07-01",other,17,343,A-0f3e88
"2024-06-01",event,4,7761,A-b7b7b7
"2024-11-01",organic,1,5970,A-039727
"2023-04-01",partner,9,646,A-35083d
"2023-10-01",ads,8,7562,A-ba6516
"2024-06-01",event,6,2587,A-53f4e3
"2024-07-01",partner,2,266,A-241e75
"2024-03-01",ads,5,539,A-a0ca4e
"2023-03-01",partner,11,6169,A-e3bd71
"2023-09-01",event,15,4179,A-3b5cd1
"2024-03-01",event,5,1960,A-9779ad
"2024-07-01",partner,5,18507,A-5c046d
"2023-10-01",ads,13,995,A-81edc3
"2024-03-01",partner,3,3184,A-5247b3
"2024-04-01",event,0,95,A-b30291
"2024-11-01",organic,0,4776,A-410e86
"2023-12-01",event,3,494,A-bece89
"2024-04-01",organic,2,399,A-e40f45
"2024-11-01",partner,0,1235,A-5c9849
"2023-09-01",event,11,2189,A-4437e4
"2023-10-01",organic,2,2189,A-e7beab
"2024-03-01",event,5,1029,A-029f69
"2024-10-01",organic,1,1225,A-700ade
"2023-05-01",ads,2,5047,A-075038
"2024-09-01",event,1,931,A-0532a9
"2024-01-01",organic,8,931,A-faa28c
"2024-09-01",ads,1,13333,A-e08cd3
"2024-01-01",organic,11,2352,A-faa28c
"2024-12-01",partner,0,1813,A-9174e0
"2023-12-01",event,11,399,A-dcc3f1
"2023-02-01",other,9,570,A-0dbdc6
"2024-06-01",ads,1,1990,A-a45270
"2024-03-01",other,0,836,A-02cd81
"2023-11-01",partner,2,9353,A-313be3
"2023-10-01",other,7,2388,A-798a3f
"2024-05-01",other,7,6368,A-c222ab
"2023-04-01",organic,7,779,A-67be94
"2024-12-01",organic,0,7252,A-18793f
"2024-09-01",ads,2,686,A-625d0b
"2023-10-01",ads,5,588,A-098560
"2024-02-01",organic,2,588,A-df1e44
"2023-12-01",other,9,627,A-7988d1
"2024-05-01",organic,5,294,A-544d0a
"2024-09-01",partner,3,1225,A-eb1312
"2023-03-01",event,21,1715,A-2bc93d
"2024-01-01",partner,9,1995,A-1f0636
"2023-04-01",ads,2,597,A-c608c8
"2024-10-01",organic,2,784,A-0651a4
"2024-10-01",other,0,5733,A-d4e0d4
"2023-08-01",other,13,12139,A-2e3bad
"2023-07-01",ads,5,2189,A-9c18c4
"2023-05-01",event,2,1026,A-4a4c2d
"2024-09-01",partner,3,988,A-86cdb4
"2024-05-01",event,5,513,A-42b791
"2023-04-01",partner,6,4179,A-e5d6ab
"2023-10-01",other,5,798,A-798a3f
"2024-10-01",organic,0,7960,A-89ee83
"2024-04-01",event,7,437,A-f6b2fb
"2024-05-01",other,7,1197,A-e36807
"2023-11-01",other,3,441,A-a6d261
"2023-12-01",partner,11,784,A-40a557
"2023-08-01",event,4,5771,A-3c1a3f
"2023-03-01",ads,3,3582,A-84ebe4
"2024-08-01",ads,0,38,A-9077b0
"2024-05-01",partner,1,2587,A-b7ef83
"2023-03-01",other,5,4577,A-f19409
"2024-12-01",organic,0,147,A-0b0d6d
"2024-07-01",other,2,13930,A-c58f49
"2024-03-01",organic,3,4975,A-202b67
"2024-08-01",other,4,551,A-e60f9d
"2024-08-01",organic,1,9950,A-adc1f3
"2023-05-01",partner,7,1911,A-328bd0
"2024-07-01",organic,1,3980,A-6f8ad2
"2023-04-01",partner,13,931,A-35083d
"2023-12-01",event,5,5174,A-bece89
"2024-08-01",ads,1,15522,A-4e44e8
"2023-08-01",partner,1,2744,A-98a59a
"2023-05-01",ads,8,3582,A-f446b6
"2023-11-01",other,10,1274,A-a6d261
"2023-08-01",ads,11,380,A-186a44
"2023-09-01",organic,4,1387,A-5b1bcd
"2024-10-01",event,2,247,A-c16cf7
"2024-07-01",event,2,342,A-bc87bc
"2023-04-01",partner,15,361,A-35083d
"2024-09-01",ads,3,3283,A-e08cd3
"2024-07-01",organic,3,855,A-0cc442
"2024-01-01",partner,3,20895,A-1f0636
"2024-09-01",organic,1,304,A-781cc0
"2024-10-01",organic,0,1592,A-118d55
"2023-06-01",other,4,133,A-df10db
"2023-09-01",organic,7,380,A-e89151
"2024-08-01",other,3,6766,A-427b69
"2023-06-01",other,6,1393,A-c7e58b
"2024-07-01",other,3,9552,A-f3ff05
"2023-03-01",other,7,1393,A-7f4db3
"2024-07-01",organic,3,398,A-50bb9f
"2024-10-01",event,1,1617,A-1ac5e0
"2024-07-01",event,5,152,A-bc87bc
"2023-05-01",ads,2,171,A-05d3b3
"2024-03-01",partner,8,1406,A-5247b3
"2024-03-01",organic,7,2989,A-20736a
"2024-11-01",other,1,323,A-de24d5
"2023-07-01",partner,0,10149,A-417d2f
"2023-01-01",organic,8,95,A-d792a6
"2023-08-01",event,11,1216,A-180abf
"2024-09-01",event,3,2009,A-8b0451
"2023-06-01",other,13,1393,A-c7e58b
"2024-10-01",partner,0,5970,A-f9cc74
"2023-01-01",ads,12,3980,A-1986ca
"2023-01-01",organic,14,2303,A-10b8f2
"2024-10-01",other,0,23283,A-d4e0d4
"2023-02-01",event,2,2786,A-f44180
"2024-10-01",event,0,361,A-0be015
"2024-06-01",ads,4,5174,A-7a0d69
"2024-06-01",ads,3,285,A-7a0d69
"2024-11-01",organic,1,1007,A-8bde0c
"2024-03-01",event,4,7960,A-9779ad
"2023-03-01",organic,16,9751,A-3793ee
"2023-05-01",event,7,1323,A-54d94a
"2024-08-01",organic,2,2786,A-a09355
"2023-02-01",partner,15,2646,A-39b19f
"2023-05-01",event,18,10945,A-e693b6
"2024-02-01",ads,8,893,A-8b25f2
"2024-08-01",organic,1,735,A-a09355
"2024-03-01",event,3,1764,A-4c38bc
"2023-05-01",other,5,441,A-bb2f49
"2024-05-01",partner,1,5174,A-7c83a1
"2023-10-01",partner,7,5970,A-37f969
"2024-07-01",partner,2,637,A-241e75
"2024-10-01",event,0,637,A-c16cf7
"2023-05-01",other,18,1393,A-bcf664
"2023-09-01",organic,5,1592,A-e89151
"2023-12-01",partner,4,266,A-dfbd31
"2023-03-01",other,9,2989,A-158f4e
"2024-10-01",other,1,8159,A-e4144b
"2024-11-01",organic,0,6169,A-3a7284
"2023-07-01",partner,7,456,A-726cfa
"2024-12-01",organic,0,380,A-17939a
"2023-09-01",organic,6,532,A-9f9299
"2024-11-01",organic,1,437,A-8bde0c
"2023-02-01",partner,5,980,A-39b19f
"2023-04-01",organic,5,7363,A-67be94
"2023-11-01",organic,0,1029,A-ccabf0
"2024-07-01",organic,1,735,A-751c58
"2023-05-01",organic,0,2786,A-9208f0
"2023-12-01",ads,12,833,A-712f1c
"2023-10-01",organic,5,995,A-e7beab
"2024-10-01",organic,2,779,A-c1e51e
"2024-03-01",organic,0,285,A-31ab9a
"2023-12-01",partner,1,3430,A-afa505
"2023-09-01",ads,6,1007,A-9bfc9f
"2023-10-01",organic,11,3184,A-eb7fac
"2024-03-01",other,9,418,A-4e631b
"2023-02-01",ads,3,10149,A-e6afc1
"2023-10-01",other,8,294,A-503d5a
"2023-07-01",event,12,1715,A-068fc6
"2023-02-01",other,14,1470,A-0dbdc6
"2024-10-01",ads,2,539,A-88c6ca
"2023-05-01",other,15,1791,A-425e76
"2023-07-01",partner,15,1274,A-e19ff6
"2023-11-01",ads,12,1911,A-7920cc
"2023-09-01",other,14,9950,A-9b9fe9
"2024-12-01",partner,0,1813,A-9174e0
"2024-11-01",ads,1,245,A-82d8a6
"2024-04-01",event,0,392,A-2d4502
"2023-04-01",organic,6,12338,A-de58ca
"2023-02-01",ads,19,171,A-a7bd4b
"2024-11-01",organic,1,735,A-bf7919
"2024-07-01",other,3,2388,A-c42f1f
"2024-01-01",partner,9,10945,A-dbc825
"2024-01-01",partner,0,1691,A-462d45
"2024-04-01",ads,6,1990,A-9f0b68
"2024-06-01",ads,6,995,A-9badbd
"2024-11-01",ads,1,1274,A-956988
"2023-12-01",organic,1,4577,A-55f257
"2023-09-01",organic,8,7562,A-a865bd
"2024-02-01",organic,9,4975,A-8e47ca
"2023-04-01",organic,10,392,A-a1bbb6
"2023-11-01",other,2,114,A-296d7c
"2023-11-01",organic,7,3184,A-a1b80b
"2024-10-01",event,1,1617,A-9f2731
"2023-05-01",ads,3,4975,A-49b828
"2024-07-01",event,3,637,A-c37cab
"2024-08-01",partner,3,3781,A-bbc346
"2024-11-01",organic,0,2009,A-bb1486
"2024-11-01",organic,1,456,A-410e86
"2023-11-01",other,3,3184,A-e83938
"2024-05-01",partner,2,398,A-58b9ff
"2023-05-01",ads,16,171,A-05d3b3
"2023-04-01",ads,4,266,A-cb6cc6
"2024-08-01",other,3,5771,A-e60f9d
"2023-09-01",other,14,3332,A-9b9fe9
"2023-01-01",partner,11,779,A-91e948
"2023-09-01",partner,2,4975,A-e51ec7
"2024-09-01",partner,1,1421,A-a33200
"2024-11-01",organic,0,475,A-039727
"2023-11-01",event,12,551,A-034368
"2023-05-01",partner,16,1666,A-10b8da
"2024-11-01",event,0,228,A-fd7ad3
"2023-05-01",event,4,2695,A-e693b6
"2023-10-01",ads,12,513,A-ba6516
"2024-02-01",event,3,95,A-8adedc
"2024-11-01",ads,1,1330,A-956988
"2024-07-01",partner,5,4165,A-ac85cd
"2023-07-01",partner,16,6169,A-726cfa
"2023-06-01",ads,2,589,A-993085
"2024-09-01",other,0,16517,A-902ef7
"2024-06-01",ads,3,209,A-0e966d
"2023-07-01",organic,4,342,A-712533
"2024-06-01",ads,6,3184,A-7a0d69
"2024-11-01",event,1,1520,A-b48f73
"2024-01-01",partner,6,1176,A-1d5444
"2023-02-01",organic,17,418,A-484819
"2024-07-01",organic,2,551,A-6f8ad2
"2023-06-01",other,12,7761,A-756192
"2023-07-01",partner,1,703,A-417d2f
"2024-01-01",partner,2,931,A-dbc825
"2024-09-01",ads,2,2587,A-ab438f
"2023-08-01",other,7,882,A-5a3eb9
"2024-02-01",ads,1,294,A-8b25f2
"2024-01-01",organic,1,9552,A-faa28c
"2023-07-01",ads,15,796,A-68f37c
"2024-07-01",other,4,494,A-d82ef9
"2023-03-01",other,20,686,A-e888d1
"2024-02-01",organic,7,3383,A-7d514c
"2024-09-01",organic,2,3430,A-09316c
"2023-11-01",organic,5,152,A-474ad4
"2024-03-01",event,2,1764,A-4c38bc
"2023-05-01",ads,7,995,A-7c4956
"2023-09-01",partner,1,4179,A-ac14bb
"2023-02-01",ads,10,11940,A-432483
"2023-12-01",partner,1,7960,A-855a48
"2024-07-01",organic,4,209,A-016043
"2024-06-01",event,5,2205,A-b7b7b7
"2024-01-01",other,6,2388,A-4e960a
"2023-08-01",event,13,532,A-ac9111
"2023-03-01",other,1,912,A-c4ea60
"2024-07-01",other,2,2254,A-bcbe98
"2024-08-01",organic,1,5572,A-90a8c8
"2024-09-01",event,2,17313,A-4814a3
"2024-01-01",ads,10,209,A-922109
"2023-10-01",event,5,833,A-3be56b
"2023-02-01",partner,22,686,A-c62e55
"2024-05-01",other,1,1539,A-e36807
"2024-10-01",organic,2,833,A-118d55
"2023-05-01",ads,11,1225,A-49b828
"2023-06-01",organic,12,441,A-9123ac
"2024-10-01",ads,1,995,A-88c6ca
"2024-10-01",event,1,6567,A-1ac5e0
"2024-11-01",ads,1,95,A-82d8a6
"2024-09-01",organic,3,2156,A-592832
"2024-03-01",ads,7,3582,A-c9bb3e
"2023-11-01",event,0,833,A-2edab2
"2024-11-01",event,1,1470,A-b07b56
"2024-08-01",organic,4,9154,A-f45426
"2024-11-01",other,0,5572,A-cbd1a3
"2024-04-01",other,4,1634,A-8ae05d
"2024-07-01",ads,5,1311,A-7cfe77
"2024-09-01",other,0,2786,A-c16101
"2023-04-01",organic,7,1519,A-cab532
"2024-07-01",partner,2,2189,A-9a532a
"2023-03-01",other,14,686,A-e888d1
"2023-06-01",partner,17,686,A-2b9d3e
"2024-05-01",other,0,5771,A-4a267b
"2024-06-01",event,4,228,A-e7a1e2
"2024-12-01",organic,0,1078,A-0b0d6d
"2023-12-01",partner,4,228,A-c45b23
"2024-12-01",other,0,1592,A-cc1d8d
"2024-04-01",ads,4,779,A-34d880
"2024-11-01",ads,1,98,A-956988
"2023-05-01",other,19,2303,A-bcf664
"2023-12-01",ads,1,456,A-712f1c
"2024-09-01",other,0,304,A-c16101
"2023-06-01",other,10,1990,A-c7e58b
"2024-11-01",event,0,2189,A-78f02b
"2024-12-01",other,0,532,A-0f6450
"2024-08-01",organic,3,893,A-2f6a32
"2024-08-01",organic,3,3383,A-a09355
"2023-10-01",other,14,5970,A-aa9511
"2024-01-01",partner,2,12537,A-65aeb5
"2024-12-01",organic,0,882,A-0b0d6d
"2024-02-01",other,10,2261,A-e2cd1b
"2023-06-01",organic,13,6169,A-794a0b
"2023-08-01",other,7,57,A-6dee43
"2023-01-01",event,6,380,A-32728c
"2023-11-01",event,4,5373,A-f03140
"2024-12-01",event,0,3528,A-4bfa33
"2024-12-01",organic,0,1519,A-17939a
"2024-11-01",organic,1,3582,A-139c3b
"2024-08-01",partner,3,114,A-d62e02
"2024-06-01",other,6,9353,A-cd458b
"2023-11-01",event,13,4577,A-034368
"2024-03-01",event,9,490,A-029f69
"2023-11-01",organic,12,1764,A-600734
"2024-04-01",event,4,392,A-cea1f0
"2024-10-01",event,2,1715,A-ce550d
"2023-04-01",partner,8,784,A-6a4e2d
"2023-03-01",partner,14,760,A-cbbe12
"2024-09-01",organic,3,931,A-d535f6
"2024-10-01",event,2,882,A-c16cf7
"2024-07-01",organic,0,1225,A-92a3af
"2023-12-01",ads,10,2189,A-65c341
"2023-02-01",partner,1,494,A-977ca0
"2024-09-01",partner,2,4975,A-eb1312
"2023-08-01",other,7,513,A-43a9e3
"2023-02-01",ads,18,5174,A-52dd88
"2024-05-01",organic,5,4776,A-87aa7b
"2024-07-01",organic,3,1323,A-016043
"2024-05-01",partner,6,228,A-7c83a1
"2023-09-01",other,10,1813,A-94c3cd
"2023-08-01",ads,3,980,A-186a44
"2024-11-01",organic,1,1519,A-3a7284
